,Sample_ID,Run_ID,Release_version,Sex,Body_site
2655,SRS483395,SRR996541,2.0,male ,retroauricular crease 
2656,SRS483395,SRR996576,2.0,male ,retroauricular crease 
2657,SRS483395,SRR996611,2.0,male ,retroauricular crease 
2678,SRS483401,SRR996511,2.0,male ,retroauricular crease 
2679,SRS483401,SRR996546,2.0,male ,retroauricular crease 
2680,SRS483401,SRR996581,2.0,male ,retroauricular crease 
2681,SRS483401,SRR996616,2.0,male ,retroauricular crease 
2890,SRS483518,SRR996848,2.0,male ,retroauricular crease 
2891,SRS483518,SRR996908,2.0,male ,retroauricular crease 
2906,SRS483526,SRR996855,2.0,male ,retroauricular crease 
2907,SRS483526,SRR996915,2.0,male ,retroauricular crease 
2924,SRS483535,SRR996864,2.0,male ,retroauricular crease 
2925,SRS483535,SRR996924,2.0,male ,retroauricular crease 
