,Sample_ID,Run_ID,Release_version,Sex,Body_site
2176,SRS483167,SRR996060,2.0,female ,antecubital fossa 
2177,SRS483167,SRR996128,2.0,female ,antecubital fossa 
2234,SRS483196,SRR996089,2.0,female ,antecubital fossa 
2235,SRS483196,SRR996157,2.0,female ,antecubital fossa 
2260,SRS483209,SRR996102,2.0,female ,antecubital fossa 
2261,SRS483209,SRR996170,2.0,female ,antecubital fossa 
2328,SRS483243,SRR996204,2.0,female ,antecubital fossa 
2329,SRS483243,SRR996256,2.0,female ,antecubital fossa 
2330,SRS483244,SRR996205,2.0,female ,antecubital fossa 
2331,SRS483244,SRR996257,2.0,female ,antecubital fossa 
2332,SRS483245,SRR996206,2.0,female ,antecubital fossa 
2333,SRS483245,SRR996258,2.0,female ,antecubital fossa 
2338,SRS483248,SRR996209,2.0,female ,antecubital fossa 
2339,SRS483248,SRR996261,2.0,female ,antecubital fossa 
2340,SRS483249,SRR996210,2.0,female ,antecubital fossa 
2341,SRS483249,SRR996262,2.0,female ,antecubital fossa 
2346,SRS483252,SRR996213,2.0,female ,antecubital fossa 
2347,SRS483252,SRR996265,2.0,female ,antecubital fossa 
2348,SRS483253,SRR996214,2.0,female ,antecubital fossa 
2349,SRS483253,SRR996266,2.0,female ,antecubital fossa 
2350,SRS483254,SRR996215,2.0,female ,antecubital fossa 
2351,SRS483254,SRR996267,2.0,female ,antecubital fossa 
2356,SRS483257,SRR996218,2.0,female ,antecubital fossa 
2357,SRS483257,SRR996270,2.0,female ,antecubital fossa 
2358,SRS483258,SRR996219,2.0,female ,antecubital fossa 
2359,SRS483258,SRR996271,2.0,female ,antecubital fossa 
2376,SRS483267,SRR996228,2.0,female ,antecubital fossa 
2377,SRS483267,SRR996280,2.0,female ,antecubital fossa 
2380,SRS483269,SRR996230,2.0,female ,antecubital fossa 
2381,SRS483269,SRR996282,2.0,female ,antecubital fossa 
2394,SRS483276,SRR996289,2.0,female ,antecubital fossa 
2395,SRS483276,SRR996298,2.0,female ,antecubital fossa 
2414,SRS483286,SRR996308,2.0,female ,antecubital fossa 
2415,SRS483286,SRR996380,2.0,female ,antecubital fossa 
2450,SRS483304,SRR996327,2.0,female ,antecubital fossa 
2451,SRS483304,SRR996399,2.0,female ,antecubital fossa 
2452,SRS483305,SRR996326,2.0,female ,antecubital fossa 
2453,SRS483305,SRR996398,2.0,female ,antecubital fossa 
2454,SRS483306,SRR996328,2.0,female ,antecubital fossa 
2455,SRS483306,SRR996400,2.0,female ,antecubital fossa 
2496,SRS483327,SRR996349,2.0,female ,antecubital fossa 
2497,SRS483327,SRR996421,2.0,female ,antecubital fossa 
2498,SRS483328,SRR996350,2.0,female ,antecubital fossa 
2499,SRS483328,SRR996422,2.0,female ,antecubital fossa 
2506,SRS483332,SRR996355,2.0,female ,antecubital fossa 
2507,SRS483332,SRR996427,2.0,female ,antecubital fossa 
2508,SRS483333,SRR996354,2.0,female ,antecubital fossa 
2509,SRS483333,SRR996426,2.0,female ,antecubital fossa 
2516,SRS483337,SRR996359,2.0,female ,antecubital fossa 
2517,SRS483337,SRR996431,2.0,female ,antecubital fossa 
2522,SRS483340,SRR996362,2.0,female ,antecubital fossa 
2523,SRS483340,SRR996434,2.0,female ,antecubital fossa 
2874,SRS483510,SRR996840,2.0,female ,antecubital fossa 
2875,SRS483510,SRR996900,2.0,female ,antecubital fossa 
2876,SRS483511,SRR996839,2.0,female ,antecubital fossa 
2877,SRS483511,SRR996899,2.0,female ,antecubital fossa 
2908,SRS483527,SRR996856,2.0,female ,antecubital fossa 
2909,SRS483527,SRR996916,2.0,female ,antecubital fossa 
2910,SRS483528,SRR996857,2.0,female ,antecubital fossa 
2911,SRS483528,SRR996917,2.0,female ,antecubital fossa 
2914,SRS483530,SRR996859,2.0,female ,antecubital fossa 
2915,SRS483530,SRR996919,2.0,female ,antecubital fossa 
2916,SRS483531,SRR996860,2.0,female ,antecubital fossa 
2917,SRS483531,SRR996920,2.0,female ,antecubital fossa 
2926,SRS483536,SRR996865,2.0,female ,antecubital fossa 
2927,SRS483536,SRR996925,2.0,female ,antecubital fossa 
2934,SRS483540,SRR996869,2.0,female ,antecubital fossa 
2935,SRS483540,SRR996929,2.0,female ,antecubital fossa 
2942,SRS483544,SRR996873,2.0,female ,antecubital fossa 
2943,SRS483544,SRR996933,2.0,female ,antecubital fossa 
2974,SRS483560,SRR996889,2.0,female ,antecubital fossa 
2975,SRS483560,SRR996949,2.0,female ,antecubital fossa 
2982,SRS483564,SRR996953,2.0,female ,antecubital fossa 
2983,SRS483564,SRR997038,2.0,female ,antecubital fossa 
2990,SRS483568,SRR996957,2.0,female ,antecubital fossa 
2991,SRS483568,SRR997042,2.0,female ,antecubital fossa 
2998,SRS483572,SRR996961,2.0,female ,antecubital fossa 
2999,SRS483572,SRR997046,2.0,female ,antecubital fossa 
3028,SRS483587,SRR996977,2.0,female ,antecubital fossa 
3029,SRS483587,SRR997062,2.0,female ,antecubital fossa 
3038,SRS483592,SRR996981,2.0,female ,antecubital fossa 
3039,SRS483592,SRR997066,2.0,female ,antecubital fossa 
3046,SRS483596,SRR996985,2.0,female ,antecubital fossa 
3047,SRS483596,SRR997070,2.0,female ,antecubital fossa 
3078,SRS483612,SRR997001,2.0,female ,antecubital fossa 
3079,SRS483612,SRR997086,2.0,female ,antecubital fossa 
3084,SRS483615,SRR997005,2.0,female ,antecubital fossa 
3085,SRS483615,SRR997090,2.0,female ,antecubital fossa 
3094,SRS483620,SRR997009,2.0,female ,antecubital fossa 
3095,SRS483620,SRR997094,2.0,female ,antecubital fossa 
