,Sample_ID,Run_ID,Release_version,Sex,Body_site
2500,SRS483329,SRR996351,2.0,female ,volar forearm 
2501,SRS483329,SRR996423,2.0,female ,volar forearm 
2510,SRS483334,SRR996356,2.0,female ,volar forearm 
2511,SRS483334,SRR996428,2.0,female ,volar forearm 
2518,SRS483338,SRR996360,2.0,female ,volar forearm 
2519,SRS483338,SRR996432,2.0,female ,volar forearm 
2524,SRS483341,SRR996363,2.0,female ,volar forearm 
2525,SRS483341,SRR996435,2.0,female ,volar forearm 
2878,SRS483512,SRR996841,2.0,female ,volar forearm 
2879,SRS483512,SRR996901,2.0,female ,volar forearm 
2912,SRS483529,SRR996858,2.0,female ,volar forearm 
2913,SRS483529,SRR996918,2.0,female ,volar forearm 
2918,SRS483532,SRR996861,2.0,female ,volar forearm 
2919,SRS483532,SRR996921,2.0,female ,volar forearm 
2928,SRS483537,SRR996866,2.0,female ,volar forearm 
2929,SRS483537,SRR996926,2.0,female ,volar forearm 
2936,SRS483541,SRR996870,2.0,female ,volar forearm 
2937,SRS483541,SRR996930,2.0,female ,volar forearm 
2944,SRS483545,SRR996874,2.0,female ,volar forearm 
2945,SRS483545,SRR996934,2.0,female ,volar forearm 
2976,SRS483561,SRR996890,2.0,female ,volar forearm 
2977,SRS483561,SRR996950,2.0,female ,volar forearm 
2984,SRS483565,SRR996954,2.0,female ,volar forearm 
2985,SRS483565,SRR997039,2.0,female ,volar forearm 
2992,SRS483569,SRR996958,2.0,female ,volar forearm 
2993,SRS483569,SRR997043,2.0,female ,volar forearm 
3000,SRS483573,SRR996962,2.0,female ,volar forearm 
3001,SRS483573,SRR997047,2.0,female ,volar forearm 
3032,SRS483589,SRR996978,2.0,female ,volar forearm 
3033,SRS483589,SRR997063,2.0,female ,volar forearm 
3040,SRS483593,SRR996982,2.0,female ,volar forearm 
3041,SRS483593,SRR997067,2.0,female ,volar forearm 
3048,SRS483597,SRR996986,2.0,female ,volar forearm 
3049,SRS483597,SRR997071,2.0,female ,volar forearm 
3080,SRS483613,SRR997002,2.0,female ,volar forearm 
3081,SRS483613,SRR997087,2.0,female ,volar forearm 
3088,SRS483617,SRR997006,2.0,female ,volar forearm 
3089,SRS483617,SRR997091,2.0,female ,volar forearm 
3098,SRS483622,SRR997010,2.0,female ,volar forearm 
3099,SRS483622,SRR997095,2.0,female ,volar forearm 
