,Sample_ID,Run_ID,Release_version,Sex,Body_site
84,SRS451459,SRR919569,2.0,female ,back 
85,SRS451459,SRR919629,2.0,female ,back 
142,SRS451589,SRR919860,2.0,female ,back 
143,SRS451589,SRR919910,2.0,female ,back 
274,SRS451736,SRR920138,2.0,female ,back 
275,SRS451736,SRR920185,2.0,female ,back 
332,SRS451765,SRR920214,2.0,female ,back 
333,SRS451765,SRR920245,2.0,female ,back 
448,SRS451900,SRR920611,2.0,female ,back 
449,SRS451900,SRR920698,2.0,female ,back 
