,Sample_ID,Run_ID,Release_version,Sex,Body_site
1460,SRS482675,SRR995061,2.0,male ,nare 
1461,SRS482675,SRR995088,2.0,male ,nare 
1476,SRS482683,SRR995096,2.0,male ,nare 
1477,SRS482683,SRR995140,2.0,male ,nare 
1484,SRS482687,SRR995101,2.0,male ,nare 
1485,SRS482687,SRR995145,2.0,male ,nare 
1522,SRS482706,SRR995120,2.0,male ,nare 
1523,SRS482706,SRR995164,2.0,male ,nare 
1556,SRS482768,SRR995271,2.0,male ,nare 
1557,SRS482768,SRR995279,2.0,male ,nare 
1562,SRS482771,SRR995274,2.0,male ,nare 
1563,SRS482771,SRR995282,2.0,male ,nare 
1610,SRS482795,SRR995306,2.0,male ,nare 
1611,SRS482795,SRR995374,2.0,male ,nare 
1612,SRS482796,SRR995307,2.0,male ,nare 
1613,SRS482796,SRR995375,2.0,male ,nare 
1630,SRS482805,SRR995316,2.0,male ,nare 
1631,SRS482805,SRR995384,2.0,male ,nare 
1632,SRS482806,SRR995317,2.0,male ,nare 
1633,SRS482806,SRR995385,2.0,male ,nare 
1682,SRS482831,SRR995342,2.0,male ,nare 
1683,SRS482831,SRR995410,2.0,male ,nare 
1684,SRS482832,SRR995343,2.0,male ,nare 
1685,SRS482832,SRR995411,2.0,male ,nare 
1702,SRS482841,SRR995352,2.0,male ,nare 
1703,SRS482841,SRR995420,2.0,male ,nare 
1704,SRS482842,SRR995353,2.0,male ,nare 
1705,SRS482842,SRR995421,2.0,male ,nare 
1726,SRS482869,SRR995464,2.0,male ,nare 
1727,SRS482869,SRR995478,2.0,male ,nare 
1728,SRS482870,SRR995465,2.0,male ,nare 
1729,SRS482870,SRR995479,2.0,male ,nare 
1748,SRS482880,SRR995492,2.0,male ,nare 
1749,SRS482880,SRR995502,2.0,male ,nare 
1750,SRS482881,SRR995493,2.0,male ,nare 
1751,SRS482881,SRR995503,2.0,male ,nare 
1800,SRS482906,SRR995528,2.0,male ,nare 
1801,SRS482906,SRR995560,2.0,male ,nare 
1802,SRS482907,SRR995529,2.0,male ,nare 
1803,SRS482907,SRR995561,2.0,male ,nare 
1820,SRS482916,SRR995538,2.0,male ,nare 
1821,SRS482916,SRR995570,2.0,male ,nare 
1822,SRS482917,SRR995539,2.0,male ,nare 
1823,SRS482917,SRR995571,2.0,male ,nare 
1836,SRS482927,SRR995591,2.0,male ,nare 
1837,SRS482927,SRR995641,2.0,male ,nare 
1838,SRS482928,SRR995592,2.0,male ,nare 
1839,SRS482928,SRR995642,2.0,male ,nare 
1840,SRS482929,SRR995593,2.0,male ,nare 
1841,SRS482929,SRR995643,2.0,male ,nare 
1842,SRS482930,SRR995594,2.0,male ,nare 
1843,SRS482930,SRR995644,2.0,male ,nare 
1850,SRS482934,SRR995598,2.0,male ,nare 
1851,SRS482934,SRR995648,2.0,male ,nare 
1852,SRS482935,SRR995599,2.0,male ,nare 
1853,SRS482935,SRR995649,2.0,male ,nare 
1854,SRS482936,SRR995600,2.0,male ,nare 
1855,SRS482936,SRR995650,2.0,male ,nare 
1856,SRS482937,SRR995601,2.0,male ,nare 
1857,SRS482937,SRR995651,2.0,male ,nare 
1934,SRS482976,SRR995690,2.0,male ,nare 
1935,SRS482976,SRR995725,2.0,male ,nare 
1954,SRS482986,SRR995700,2.0,male ,nare 
1955,SRS482986,SRR995735,2.0,male ,nare 
1964,SRS482991,SRR995705,2.0,male ,nare 
1965,SRS482991,SRR995740,2.0,male ,nare 
1984,SRS483001,SRR995715,2.0,male ,nare 
1985,SRS483001,SRR995750,2.0,male ,nare 
1994,SRS483006,SRR995720,2.0,male ,nare 
1995,SRS483006,SRR995755,2.0,male ,nare 
2072,SRS483115,SRR995934,2.0,male ,nare 
2073,SRS483115,SRR996008,2.0,male ,nare 
2084,SRS483121,SRR995939,2.0,male ,nare 
2085,SRS483121,SRR996013,2.0,male ,nare 
2092,SRS483125,SRR995944,2.0,male ,nare 
2093,SRS483125,SRR996018,2.0,male ,nare 
2102,SRS483130,SRR995949,2.0,male ,nare 
2103,SRS483130,SRR996023,2.0,male ,nare 
2110,SRS483134,SRR995953,2.0,male ,nare 
2111,SRS483134,SRR996027,2.0,male ,nare 
2116,SRS483137,SRR995955,2.0,male ,nare 
2117,SRS483137,SRR996029,2.0,male ,nare 
2122,SRS483140,SRR995959,2.0,male ,nare 
2123,SRS483140,SRR996033,2.0,male ,nare 
2130,SRS483144,SRR995963,2.0,male ,nare 
2131,SRS483144,SRR996037,2.0,male ,nare 
2138,SRS483148,SRR995967,2.0,male ,nare 
2139,SRS483148,SRR996041,2.0,male ,nare 
2212,SRS483185,SRR996078,2.0,male ,nare 
2213,SRS483185,SRR996146,2.0,male ,nare 
2220,SRS483189,SRR996082,2.0,male ,nare 
2221,SRS483189,SRR996150,2.0,male ,nare 
2228,SRS483193,SRR996086,2.0,male ,nare 
2229,SRS483193,SRR996154,2.0,male ,nare 
2246,SRS483202,SRR996096,2.0,male ,nare 
2247,SRS483202,SRR996164,2.0,male ,nare 
2258,SRS483208,SRR996101,2.0,male ,nare 
2259,SRS483208,SRR996169,2.0,male ,nare 
2278,SRS483218,SRR996111,2.0,male ,nare 
2279,SRS483218,SRR996179,2.0,male ,nare 
2292,SRS483225,SRR996186,2.0,male ,nare 
2293,SRS483225,SRR996238,2.0,male ,nare 
2294,SRS483226,SRR996187,2.0,male ,nare 
2295,SRS483226,SRR996239,2.0,male ,nare 
