,Sample ID,Run ID,Release version,Sample ID,Sex,Body site
1824,SRS482921,SRR995584,2.0,,,
1825,SRS482921,SRR995585,2.0,,,
1826,SRS482922,SRR995586,2.0,,,
1827,SRS482922,SRR995636,2.0,,,
1828,SRS482923,SRR995587,2.0,,,
1829,SRS482923,SRR995637,2.0,,,
1830,SRS482924,SRR995589,2.0,,,
1831,SRS482924,SRR995639,2.0,,,
1832,SRS482925,SRR995588,2.0,,,
1833,SRS482925,SRR995638,2.0,,,
1834,SRS482926,SRR995590,2.0,,,
1835,SRS482926,SRR995640,2.0,,,
1836,SRS482927,SRR995591,2.0,,,
1837,SRS482927,SRR995641,2.0,,,
1838,SRS482928,SRR995592,2.0,,,
1839,SRS482928,SRR995642,2.0,,,
1840,SRS482929,SRR995593,2.0,,,
1841,SRS482929,SRR995643,2.0,,,
1842,SRS482930,SRR995594,2.0,,,
1843,SRS482930,SRR995644,2.0,,,
1844,SRS482931,SRR995595,2.0,,,
1845,SRS482931,SRR995645,2.0,,,
1846,SRS482932,SRR995596,2.0,,,
1847,SRS482932,SRR995646,2.0,,,
1848,SRS482933,SRR995597,2.0,,,
1849,SRS482933,SRR995647,2.0,,,
1850,SRS482934,SRR995598,2.0,,,
1851,SRS482934,SRR995648,2.0,,,
1852,SRS482935,SRR995599,2.0,,,
1853,SRS482935,SRR995649,2.0,,,
1854,SRS482936,SRR995600,2.0,,,
1855,SRS482936,SRR995650,2.0,,,
1856,SRS482937,SRR995601,2.0,,,
1857,SRS482937,SRR995651,2.0,,,
1858,SRS482938,SRR995602,2.0,,,
1859,SRS482938,SRR995652,2.0,,,
1860,SRS482939,SRR995603,2.0,,,
1861,SRS482939,SRR995653,2.0,,,
1862,SRS482940,SRR995604,2.0,,,
1863,SRS482940,SRR995654,2.0,,,
1864,SRS482941,SRR995605,2.0,,,
1865,SRS482941,SRR995655,2.0,,,
1866,SRS482942,SRR995607,2.0,,,
1867,SRS482942,SRR995657,2.0,,,
1868,SRS482943,SRR995606,2.0,,,
1869,SRS482943,SRR995656,2.0,,,
1870,SRS482944,SRR995608,2.0,,,
1871,SRS482944,SRR995658,2.0,,,
1872,SRS482945,SRR995609,2.0,,,
1873,SRS482945,SRR995659,2.0,,,
1874,SRS482946,SRR995610,2.0,,,
1875,SRS482946,SRR995660,2.0,,,
1876,SRS482947,SRR995611,2.0,,,
1877,SRS482947,SRR995661,2.0,,,
1878,SRS482948,SRR995612,2.0,,,
1879,SRS482948,SRR995662,2.0,,,
1880,SRS482949,SRR995613,2.0,,,
1881,SRS482949,SRR995663,2.0,,,
1882,SRS482950,SRR995614,2.0,,,
1883,SRS482950,SRR995664,2.0,,,
1884,SRS482951,SRR995615,2.0,,,
1885,SRS482951,SRR995665,2.0,,,
1886,SRS482952,SRR995616,2.0,,,
1887,SRS482952,SRR995666,2.0,,,
1888,SRS482953,SRR995617,2.0,,,
1889,SRS482953,SRR995667,2.0,,,
1890,SRS482954,SRR995618,2.0,,,
1891,SRS482954,SRR995668,2.0,,,
1892,SRS482955,SRR995619,2.0,,,
1893,SRS482955,SRR995669,2.0,,,
1894,SRS482956,SRR995620,2.0,,,
1895,SRS482956,SRR995670,2.0,,,
1896,SRS482957,SRR995621,2.0,,,
1897,SRS482957,SRR995671,2.0,,,
1898,SRS482958,SRR995623,2.0,,,
1899,SRS482958,SRR995673,2.0,,,
1900,SRS482959,SRR995622,2.0,,,
1901,SRS482959,SRR995672,2.0,,,
1902,SRS482960,SRR995624,2.0,,,
1903,SRS482960,SRR995674,2.0,,,
1904,SRS482961,SRR995625,2.0,,,
1905,SRS482961,SRR995675,2.0,,,
1906,SRS482962,SRR995626,2.0,,,
1907,SRS482962,SRR995676,2.0,,,
1908,SRS482963,SRR995627,2.0,,,
1909,SRS482963,SRR995677,2.0,,,
1910,SRS482964,SRR995628,2.0,,,
1911,SRS482964,SRR995678,2.0,,,
1912,SRS482965,SRR995629,2.0,,,
1913,SRS482965,SRR995679,2.0,,,
1914,SRS482966,SRR995630,2.0,,,
1915,SRS482966,SRR995680,2.0,,,
1916,SRS482967,SRR995631,2.0,,,
1917,SRS482967,SRR995681,2.0,,,
1918,SRS482968,SRR995632,2.0,,,
1919,SRS482968,SRR995682,2.0,,,
1920,SRS482969,SRR995633,2.0,,,
1921,SRS482969,SRR995683,2.0,,,
1922,SRS482970,SRR995634,2.0,,,
1923,SRS482970,SRR995684,2.0,,,
1924,SRS482971,SRR995635,2.0,,,
1925,SRS482971,SRR995685,2.0,,,
1926,SRS482972,SRR995686,2.0,,,
1927,SRS482972,SRR995721,2.0,,,
1928,SRS482973,SRR995687,2.0,,,
1929,SRS482973,SRR995722,2.0,,,
1930,SRS482974,SRR995688,2.0,,,
1931,SRS482974,SRR995723,2.0,,,
1932,SRS482975,SRR995689,2.0,,,
1933,SRS482975,SRR995724,2.0,,,
1934,SRS482976,SRR995690,2.0,,,
1935,SRS482976,SRR995725,2.0,,,
1936,SRS482977,SRR995691,2.0,,,
1937,SRS482977,SRR995726,2.0,,,
1938,SRS482978,SRR995692,2.0,,,
1939,SRS482978,SRR995727,2.0,,,
1940,SRS482979,SRR995693,2.0,,,
1941,SRS482979,SRR995728,2.0,,,
1942,SRS482980,SRR995694,2.0,,,
1943,SRS482980,SRR995729,2.0,,,
1944,SRS482981,SRR995695,2.0,,,
1945,SRS482981,SRR995730,2.0,,,
1946,SRS482982,SRR995696,2.0,,,
1947,SRS482982,SRR995731,2.0,,,
1948,SRS482983,SRR995697,2.0,,,
1949,SRS482983,SRR995732,2.0,,,
1950,SRS482984,SRR995698,2.0,,,
1951,SRS482984,SRR995733,2.0,,,
1952,SRS482985,SRR995699,2.0,,,
1953,SRS482985,SRR995734,2.0,,,
1954,SRS482986,SRR995700,2.0,,,
1955,SRS482986,SRR995735,2.0,,,
1956,SRS482987,SRR995701,2.0,,,
1957,SRS482987,SRR995736,2.0,,,
1958,SRS482988,SRR995702,2.0,,,
1959,SRS482988,SRR995737,2.0,,,
1960,SRS482989,SRR995703,2.0,,,
1961,SRS482989,SRR995738,2.0,,,
1962,SRS482990,SRR995704,2.0,,,
1963,SRS482990,SRR995739,2.0,,,
1964,SRS482991,SRR995705,2.0,,,
1965,SRS482991,SRR995740,2.0,,,
1966,SRS482992,SRR995706,2.0,,,
1967,SRS482992,SRR995741,2.0,,,
1968,SRS482993,SRR995707,2.0,,,
1969,SRS482993,SRR995742,2.0,,,
1970,SRS482994,SRR995708,2.0,,,
1971,SRS482994,SRR995743,2.0,,,
1972,SRS482995,SRR995709,2.0,,,
1973,SRS482995,SRR995744,2.0,,,
1974,SRS482996,SRR995710,2.0,,,
1975,SRS482996,SRR995745,2.0,,,
1976,SRS482997,SRR995711,2.0,,,
1977,SRS482997,SRR995746,2.0,,,
1978,SRS482998,SRR995712,2.0,,,
1979,SRS482998,SRR995747,2.0,,,
1980,SRS482999,SRR995713,2.0,,,
1981,SRS482999,SRR995748,2.0,,,
1982,SRS483000,SRR995714,2.0,,,
1983,SRS483000,SRR995749,2.0,,,
1984,SRS483001,SRR995715,2.0,,,
1985,SRS483001,SRR995750,2.0,,,
1986,SRS483002,SRR995716,2.0,,,
1987,SRS483002,SRR995751,2.0,,,
1988,SRS483003,SRR995717,2.0,,,
1989,SRS483003,SRR995752,2.0,,,
1990,SRS483004,SRR995718,2.0,,,
1991,SRS483004,SRR995753,2.0,,,
1992,SRS483005,SRR995719,2.0,,,
1993,SRS483005,SRR995754,2.0,,,
1994,SRS483006,SRR995720,2.0,,,
1995,SRS483006,SRR995755,2.0,,,
1996,SRS483077,SRR995896,2.0,,,
1997,SRS483077,SRR995970,2.0,,,
1998,SRS483078,SRR995897,2.0,,,
1999,SRS483078,SRR995971,2.0,,,
2000,SRS483079,SRR995898,2.0,,,
2001,SRS483079,SRR995972,2.0,,,
2002,SRS483080,SRR995899,2.0,,,
2003,SRS483080,SRR995973,2.0,,,
2004,SRS483081,SRR995900,2.0,,,
2005,SRS483081,SRR995974,2.0,,,
2006,SRS483082,SRR995901,2.0,,,
2007,SRS483082,SRR995975,2.0,,,
2008,SRS483083,SRR995902,2.0,,,
2009,SRS483083,SRR995976,2.0,,,
2010,SRS483084,SRR995903,2.0,,,
2011,SRS483084,SRR995977,2.0,,,
2012,SRS483085,SRR995905,2.0,,,
2013,SRS483085,SRR995979,2.0,,,
2014,SRS483086,SRR995904,2.0,,,
2015,SRS483086,SRR995978,2.0,,,
2016,SRS483087,SRR995907,2.0,,,
2017,SRS483087,SRR995981,2.0,,,
2018,SRS483088,SRR995906,2.0,,,
2019,SRS483088,SRR995980,2.0,,,
2020,SRS483089,SRR995908,2.0,,,
2021,SRS483089,SRR995982,2.0,,,
2022,SRS483090,SRR995909,2.0,,,
2023,SRS483090,SRR995983,2.0,,,
2024,SRS483091,SRR995910,2.0,,,
2025,SRS483091,SRR995984,2.0,,,
2026,SRS483092,SRR995911,2.0,,,
2027,SRS483092,SRR995985,2.0,,,
2028,SRS483093,SRR995912,2.0,,,
2029,SRS483093,SRR995986,2.0,,,
2030,SRS483094,SRR995913,2.0,,,
2031,SRS483094,SRR995987,2.0,,,
2032,SRS483095,SRR995914,2.0,,,
2033,SRS483095,SRR995988,2.0,,,
2034,SRS483096,SRR995915,2.0,,,
2035,SRS483096,SRR995989,2.0,,,
2036,SRS483097,SRR995916,2.0,,,
2037,SRS483097,SRR995990,2.0,,,
2038,SRS483098,SRR995917,2.0,,,
2039,SRS483098,SRR995991,2.0,,,
2040,SRS483099,SRR995918,2.0,,,
2041,SRS483099,SRR995992,2.0,,,
2042,SRS483100,SRR995919,2.0,,,
2043,SRS483100,SRR995993,2.0,,,
2044,SRS483101,SRR995920,2.0,,,
2045,SRS483101,SRR995994,2.0,,,
2046,SRS483102,SRR995921,2.0,,,
2047,SRS483102,SRR995995,2.0,,,
2048,SRS483103,SRR995922,2.0,,,
2049,SRS483103,SRR995996,2.0,,,
2050,SRS483104,SRR995923,2.0,,,
2051,SRS483104,SRR995997,2.0,,,
2052,SRS483105,SRR995924,2.0,,,
2053,SRS483105,SRR995998,2.0,,,
2054,SRS483106,SRR995925,2.0,,,
2055,SRS483106,SRR995999,2.0,,,
2056,SRS483107,SRR995926,2.0,,,
2057,SRS483107,SRR996000,2.0,,,
2058,SRS483108,SRR995927,2.0,,,
2059,SRS483108,SRR996001,2.0,,,
2060,SRS483109,SRR995928,2.0,,,
2061,SRS483109,SRR996002,2.0,,,
2062,SRS483110,SRR995930,2.0,,,
2063,SRS483110,SRR996004,2.0,,,
2064,SRS483111,SRR995929,2.0,,,
2065,SRS483111,SRR996003,2.0,,,
2066,SRS483112,SRR995931,2.0,,,
2067,SRS483112,SRR996005,2.0,,,
2068,SRS483113,SRR995932,2.0,,,
2069,SRS483113,SRR996006,2.0,,,
2070,SRS483114,SRR995933,2.0,,,
2071,SRS483114,SRR996007,2.0,,,
2072,SRS483115,SRR995934,2.0,,,
2073,SRS483115,SRR996008,2.0,,,
2074,SRS483116,SRR995935,2.0,,,
2075,SRS483116,SRR996009,2.0,,,
2076,SRS483117,SRR995936,2.0,,,
2077,SRS483117,SRR996010,2.0,,,
2078,SRS483118,SRR995937,2.0,,,
2079,SRS483118,SRR996011,2.0,,,
2080,SRS483119,SRR995938,2.0,,,
2081,SRS483119,SRR996012,2.0,,,
2082,SRS483120,SRR995940,2.0,,,
2083,SRS483120,SRR996014,2.0,,,
2084,SRS483121,SRR995939,2.0,,,
2085,SRS483121,SRR996013,2.0,,,
2086,SRS483122,SRR995942,2.0,,,
2087,SRS483122,SRR996016,2.0,,,
2088,SRS483123,SRR995941,2.0,,,
2089,SRS483123,SRR996015,2.0,,,
2090,SRS483124,SRR995943,2.0,,,
2091,SRS483124,SRR996017,2.0,,,
2092,SRS483125,SRR995944,2.0,,,
2093,SRS483125,SRR996018,2.0,,,
2094,SRS483126,SRR995945,2.0,,,
2095,SRS483126,SRR996019,2.0,,,
2096,SRS483127,SRR995946,2.0,,,
2097,SRS483127,SRR996020,2.0,,,
2098,SRS483128,SRR995947,2.0,,,
2099,SRS483128,SRR996021,2.0,,,
2100,SRS483129,SRR995948,2.0,,,
2101,SRS483129,SRR996022,2.0,,,
2102,SRS483130,SRR995949,2.0,,,
2103,SRS483130,SRR996023,2.0,,,
2104,SRS483131,SRR995950,2.0,,,
2105,SRS483131,SRR996024,2.0,,,
2106,SRS483132,SRR995951,2.0,,,
2107,SRS483132,SRR996025,2.0,,,
2108,SRS483133,SRR995952,2.0,,,
2109,SRS483133,SRR996026,2.0,,,
2110,SRS483134,SRR995953,2.0,,,
2111,SRS483134,SRR996027,2.0,,,
2112,SRS483135,SRR995954,2.0,,,
2113,SRS483135,SRR996028,2.0,,,
2114,SRS483136,SRR995956,2.0,,,
2115,SRS483136,SRR996030,2.0,,,
2116,SRS483137,SRR995955,2.0,,,
2117,SRS483137,SRR996029,2.0,,,
2118,SRS483138,SRR995957,2.0,,,
2119,SRS483138,SRR996031,2.0,,,
2120,SRS483139,SRR995958,2.0,,,
2121,SRS483139,SRR996032,2.0,,,
2122,SRS483140,SRR995959,2.0,,,
2123,SRS483140,SRR996033,2.0,,,
2124,SRS483141,SRR995960,2.0,,,
2125,SRS483141,SRR996034,2.0,,,
2126,SRS483142,SRR995961,2.0,,,
2127,SRS483142,SRR996035,2.0,,,
2128,SRS483143,SRR995962,2.0,,,
2129,SRS483143,SRR996036,2.0,,,
2130,SRS483144,SRR995963,2.0,,,
2131,SRS483144,SRR996037,2.0,,,
2132,SRS483145,SRR995964,2.0,,,
2133,SRS483145,SRR996038,2.0,,,
2134,SRS483146,SRR995965,2.0,,,
2135,SRS483146,SRR996039,2.0,,,
2136,SRS483147,SRR995966,2.0,,,
2137,SRS483147,SRR996040,2.0,,,
2138,SRS483148,SRR995967,2.0,,,
2139,SRS483148,SRR996041,2.0,,,
2140,SRS483149,SRR995968,2.0,,,
2141,SRS483149,SRR996042,2.0,,,
2142,SRS483150,SRR995969,2.0,,,
2143,SRS483150,SRR996043,2.0,,,
2144,SRS483151,SRR996044,2.0,,,
2145,SRS483151,SRR996112,2.0,,,
2146,SRS483152,SRR996045,2.0,,,
2147,SRS483152,SRR996113,2.0,,,
2148,SRS483153,SRR996046,2.0,,,
2149,SRS483153,SRR996114,2.0,,,
2150,SRS483154,SRR996047,2.0,,,
2151,SRS483154,SRR996115,2.0,,,
2152,SRS483155,SRR996048,2.0,,,
2153,SRS483155,SRR996116,2.0,,,
2154,SRS483156,SRR996049,2.0,,,
2155,SRS483156,SRR996117,2.0,,,
2156,SRS483157,SRR996050,2.0,,,
2157,SRS483157,SRR996118,2.0,,,
2158,SRS483158,SRR996051,2.0,,,
2159,SRS483158,SRR996119,2.0,,,
2160,SRS483159,SRR996052,2.0,,,
2161,SRS483159,SRR996120,2.0,,,
2162,SRS483160,SRR996053,2.0,,,
2163,SRS483160,SRR996121,2.0,,,
2164,SRS483161,SRR996054,2.0,,,
2165,SRS483161,SRR996122,2.0,,,
2166,SRS483162,SRR996055,2.0,,,
2167,SRS483162,SRR996123,2.0,,,
2168,SRS483163,SRR996056,2.0,,,
2169,SRS483163,SRR996124,2.0,,,
2170,SRS483164,SRR996057,2.0,,,
2171,SRS483164,SRR996125,2.0,,,
2172,SRS483165,SRR996058,2.0,,,
2173,SRS483165,SRR996126,2.0,,,
2174,SRS483166,SRR996059,2.0,,,
2175,SRS483166,SRR996127,2.0,,,
2176,SRS483167,SRR996060,2.0,,,
2177,SRS483167,SRR996128,2.0,,,
2178,SRS483168,SRR996061,2.0,,,
2179,SRS483168,SRR996129,2.0,,,
2180,SRS483169,SRR996062,2.0,,,
2181,SRS483169,SRR996130,2.0,,,
2182,SRS483170,SRR996063,2.0,,,
2183,SRS483170,SRR996131,2.0,,,
2184,SRS483171,SRR996064,2.0,,,
2185,SRS483171,SRR996132,2.0,,,
2186,SRS483172,SRR996065,2.0,,,
2187,SRS483172,SRR996133,2.0,,,
2188,SRS483173,SRR996066,2.0,,,
2189,SRS483173,SRR996134,2.0,,,
2190,SRS483174,SRR996067,2.0,,,
2191,SRS483174,SRR996135,2.0,,,
2192,SRS483175,SRR996068,2.0,,,
2193,SRS483175,SRR996136,2.0,,,
2194,SRS483176,SRR996069,2.0,,,
2195,SRS483176,SRR996137,2.0,,,
2196,SRS483177,SRR996070,2.0,,,
2197,SRS483177,SRR996138,2.0,,,
2198,SRS483178,SRR996071,2.0,,,
2199,SRS483178,SRR996139,2.0,,,
2200,SRS483179,SRR996072,2.0,,,
2201,SRS483179,SRR996140,2.0,,,
2202,SRS483180,SRR996073,2.0,,,
2203,SRS483180,SRR996141,2.0,,,
2204,SRS483181,SRR996074,2.0,,,
2205,SRS483181,SRR996142,2.0,,,
2206,SRS483182,SRR996075,2.0,,,
2207,SRS483182,SRR996143,2.0,,,
2208,SRS483183,SRR996076,2.0,,,
2209,SRS483183,SRR996144,2.0,,,
2210,SRS483184,SRR996077,2.0,,,
2211,SRS483184,SRR996145,2.0,,,
2212,SRS483185,SRR996078,2.0,,,
2213,SRS483185,SRR996146,2.0,,,
2214,SRS483186,SRR996079,2.0,,,
2215,SRS483186,SRR996147,2.0,,,
2216,SRS483187,SRR996080,2.0,,,
2217,SRS483187,SRR996148,2.0,,,
2218,SRS483188,SRR996081,2.0,,,
2219,SRS483188,SRR996149,2.0,,,
2220,SRS483189,SRR996082,2.0,,,
2221,SRS483189,SRR996150,2.0,,,
2222,SRS483190,SRR996083,2.0,,,
2223,SRS483190,SRR996151,2.0,,,
2224,SRS483191,SRR996084,2.0,,,
2225,SRS483191,SRR996152,2.0,,,
2226,SRS483192,SRR996085,2.0,,,
2227,SRS483192,SRR996153,2.0,,,
2228,SRS483193,SRR996086,2.0,,,
2229,SRS483193,SRR996154,2.0,,,
2230,SRS483194,SRR996087,2.0,,,
2231,SRS483194,SRR996155,2.0,,,
2232,SRS483195,SRR996088,2.0,,,
2233,SRS483195,SRR996156,2.0,,,
2234,SRS483196,SRR996089,2.0,,,
2235,SRS483196,SRR996157,2.0,,,
2236,SRS483197,SRR996090,2.0,,,
2237,SRS483197,SRR996158,2.0,,,
2238,SRS483198,SRR996092,2.0,,,
2239,SRS483198,SRR996160,2.0,,,
2240,SRS483199,SRR996091,2.0,,,
2241,SRS483199,SRR996159,2.0,,,
2242,SRS483200,SRR996094,2.0,,,
2243,SRS483200,SRR996162,2.0,,,
2244,SRS483201,SRR996093,2.0,,,
2245,SRS483201,SRR996161,2.0,,,
2246,SRS483202,SRR996096,2.0,,,
2247,SRS483202,SRR996164,2.0,,,
2248,SRS483203,SRR996095,2.0,,,
2249,SRS483203,SRR996163,2.0,,,
2250,SRS483204,SRR996097,2.0,,,
2251,SRS483204,SRR996165,2.0,,,
2252,SRS483205,SRR996098,2.0,,,
2253,SRS483205,SRR996166,2.0,,,
2254,SRS483206,SRR996099,2.0,,,
2255,SRS483206,SRR996167,2.0,,,
2256,SRS483207,SRR996100,2.0,,,
2257,SRS483207,SRR996168,2.0,,,
2258,SRS483208,SRR996101,2.0,,,
2259,SRS483208,SRR996169,2.0,,,
2260,SRS483209,SRR996102,2.0,,,
2261,SRS483209,SRR996170,2.0,,,
2262,SRS483210,SRR996103,2.0,,,
2263,SRS483210,SRR996171,2.0,,,
2264,SRS483211,SRR996104,2.0,,,
2265,SRS483211,SRR996172,2.0,,,
2266,SRS483212,SRR996105,2.0,,,
2267,SRS483212,SRR996173,2.0,,,
2268,SRS483213,SRR996106,2.0,,,
2269,SRS483213,SRR996174,2.0,,,
2270,SRS483214,SRR996107,2.0,,,
2271,SRS483214,SRR996175,2.0,,,
2272,SRS483215,SRR996108,2.0,,,
2273,SRS483215,SRR996176,2.0,,,
2274,SRS483216,SRR996109,2.0,,,
2275,SRS483216,SRR996177,2.0,,,
2276,SRS483217,SRR996110,2.0,,,
2277,SRS483217,SRR996178,2.0,,,
2278,SRS483218,SRR996111,2.0,,,
2279,SRS483218,SRR996179,2.0,,,
2280,SRS483219,SRR996180,2.0,,,
2281,SRS483219,SRR996232,2.0,,,
2282,SRS483220,SRR996181,2.0,,,
2283,SRS483220,SRR996233,2.0,,,
2284,SRS483221,SRR996182,2.0,,,
2285,SRS483221,SRR996234,2.0,,,
2286,SRS483222,SRR996183,2.0,,,
2287,SRS483222,SRR996235,2.0,,,
2288,SRS483223,SRR996184,2.0,,,
2289,SRS483223,SRR996236,2.0,,,
2290,SRS483224,SRR996185,2.0,,,
2291,SRS483224,SRR996237,2.0,,,
2292,SRS483225,SRR996186,2.0,,,
2293,SRS483225,SRR996238,2.0,,,
2294,SRS483226,SRR996187,2.0,,,
2295,SRS483226,SRR996239,2.0,,,
2296,SRS483227,SRR996188,2.0,,,
2297,SRS483227,SRR996240,2.0,,,
2298,SRS483228,SRR996189,2.0,,,
2299,SRS483228,SRR996241,2.0,,,
2300,SRS483229,SRR996190,2.0,,,
2301,SRS483229,SRR996242,2.0,,,
2302,SRS483230,SRR996191,2.0,,,
2303,SRS483230,SRR996243,2.0,,,
2304,SRS483231,SRR996192,2.0,,,
2305,SRS483231,SRR996244,2.0,,,
2306,SRS483232,SRR996193,2.0,,,
2307,SRS483232,SRR996245,2.0,,,
2308,SRS483233,SRR996194,2.0,,,
2309,SRS483233,SRR996246,2.0,,,
2310,SRS483234,SRR996195,2.0,,,
2311,SRS483234,SRR996247,2.0,,,
2312,SRS483235,SRR996196,2.0,,,
2313,SRS483235,SRR996248,2.0,,,
2314,SRS483236,SRR996197,2.0,,,
2315,SRS483236,SRR996249,2.0,,,
2316,SRS483237,SRR996198,2.0,,,
2317,SRS483237,SRR996250,2.0,,,
2318,SRS483238,SRR996199,2.0,,,
2319,SRS483238,SRR996251,2.0,,,
2320,SRS483239,SRR996200,2.0,,,
2321,SRS483239,SRR996252,2.0,,,
2322,SRS483240,SRR996201,2.0,,,
2323,SRS483240,SRR996253,2.0,,,
2324,SRS483241,SRR996202,2.0,,,
2325,SRS483241,SRR996254,2.0,,,
2326,SRS483242,SRR996203,2.0,,,
2327,SRS483242,SRR996255,2.0,,,
2328,SRS483243,SRR996204,2.0,,,
2329,SRS483243,SRR996256,2.0,,,
2330,SRS483244,SRR996205,2.0,,,
2331,SRS483244,SRR996257,2.0,,,
2332,SRS483245,SRR996206,2.0,,,
2333,SRS483245,SRR996258,2.0,,,
2334,SRS483246,SRR996207,2.0,,,
2335,SRS483246,SRR996259,2.0,,,
2336,SRS483247,SRR996208,2.0,,,
2337,SRS483247,SRR996260,2.0,,,
2338,SRS483248,SRR996209,2.0,,,
2339,SRS483248,SRR996261,2.0,,,
2340,SRS483249,SRR996210,2.0,,,
2341,SRS483249,SRR996262,2.0,,,
2342,SRS483250,SRR996211,2.0,,,
2343,SRS483250,SRR996263,2.0,,,
2344,SRS483251,SRR996212,2.0,,,
2345,SRS483251,SRR996264,2.0,,,
2346,SRS483252,SRR996213,2.0,,,
2347,SRS483252,SRR996265,2.0,,,
2348,SRS483253,SRR996214,2.0,,,
2349,SRS483253,SRR996266,2.0,,,
2350,SRS483254,SRR996215,2.0,,,
2351,SRS483254,SRR996267,2.0,,,
2352,SRS483255,SRR996216,2.0,,,
2353,SRS483255,SRR996268,2.0,,,
2354,SRS483256,SRR996217,2.0,,,
2355,SRS483256,SRR996269,2.0,,,
2356,SRS483257,SRR996218,2.0,,,
2357,SRS483257,SRR996270,2.0,,,
2358,SRS483258,SRR996219,2.0,,,
2359,SRS483258,SRR996271,2.0,,,
2360,SRS483259,SRR996220,2.0,,,
2361,SRS483259,SRR996272,2.0,,,
2362,SRS483260,SRR996221,2.0,,,
2363,SRS483260,SRR996273,2.0,,,
2364,SRS483261,SRR996222,2.0,,,
2365,SRS483261,SRR996274,2.0,,,
2366,SRS483262,SRR996223,2.0,,,
2367,SRS483262,SRR996275,2.0,,,
2368,SRS483263,SRR996224,2.0,,,
2369,SRS483263,SRR996276,2.0,,,
2370,SRS483264,SRR996225,2.0,,,
2371,SRS483264,SRR996277,2.0,,,
2372,SRS483265,SRR996226,2.0,,,
2373,SRS483265,SRR996278,2.0,,,
2374,SRS483266,SRR996227,2.0,,,
2375,SRS483266,SRR996279,2.0,,,
2376,SRS483267,SRR996228,2.0,,,
2377,SRS483267,SRR996280,2.0,,,
2378,SRS483268,SRR996229,2.0,,,
2379,SRS483268,SRR996281,2.0,,,
2380,SRS483269,SRR996230,2.0,,,
2381,SRS483269,SRR996282,2.0,,,
2382,SRS483270,SRR996231,2.0,,,
2383,SRS483270,SRR996283,2.0,,,
2384,SRS483271,SRR996284,2.0,,,
2385,SRS483271,SRR996293,2.0,,,
2386,SRS483272,SRR996285,2.0,,,
2387,SRS483272,SRR996294,2.0,,,
2388,SRS483273,SRR996286,2.0,,,
2389,SRS483273,SRR996295,2.0,,,
2390,SRS483274,SRR996288,2.0,,,
2391,SRS483274,SRR996297,2.0,,,
2392,SRS483275,SRR996287,2.0,,,
2393,SRS483275,SRR996296,2.0,,,
2394,SRS483276,SRR996289,2.0,,,
2395,SRS483276,SRR996298,2.0,,,
2396,SRS483277,SRR996290,2.0,,,
2397,SRS483277,SRR996299,2.0,,,
2398,SRS483278,SRR996291,2.0,,,
2399,SRS483278,SRR996300,2.0,,,
2400,SRS483279,SRR996292,2.0,,,
2401,SRS483279,SRR996301,2.0,,,
2402,SRS483280,SRR996303,2.0,,,
2403,SRS483280,SRR996375,2.0,,,
2404,SRS483281,SRR996302,2.0,,,
2405,SRS483281,SRR996374,2.0,,,
2406,SRS483282,SRR996304,2.0,,,
2407,SRS483282,SRR996376,2.0,,,
2408,SRS483283,SRR996305,2.0,,,
2409,SRS483283,SRR996377,2.0,,,
2410,SRS483284,SRR996306,2.0,,,
2411,SRS483284,SRR996378,2.0,,,
2412,SRS483285,SRR996307,2.0,,,
2413,SRS483285,SRR996379,2.0,,,
2414,SRS483286,SRR996308,2.0,,,
2415,SRS483286,SRR996380,2.0,,,
2416,SRS483287,SRR996309,2.0,,,
2417,SRS483287,SRR996381,2.0,,,
2418,SRS483288,SRR996310,2.0,,,
2419,SRS483288,SRR996382,2.0,,,
2420,SRS483289,SRR996311,2.0,,,
2421,SRS483289,SRR996383,2.0,,,
2422,SRS483290,SRR996312,2.0,,,
2423,SRS483290,SRR996384,2.0,,,
2424,SRS483291,SRR996313,2.0,,,
2425,SRS483291,SRR996385,2.0,,,
2426,SRS483292,SRR996314,2.0,,,
2427,SRS483292,SRR996386,2.0,,,
2428,SRS483293,SRR996315,2.0,,,
2429,SRS483293,SRR996387,2.0,,,
2430,SRS483294,SRR996316,2.0,,,
2431,SRS483294,SRR996388,2.0,,,
2432,SRS483295,SRR996317,2.0,,,
2433,SRS483295,SRR996389,2.0,,,
2434,SRS483296,SRR996318,2.0,,,
2435,SRS483296,SRR996390,2.0,,,
2436,SRS483297,SRR996319,2.0,,,
2437,SRS483297,SRR996391,2.0,,,
2438,SRS483298,SRR996321,2.0,,,
2439,SRS483298,SRR996393,2.0,,,
2440,SRS483299,SRR996320,2.0,,,
2441,SRS483299,SRR996392,2.0,,,
2442,SRS483300,SRR996322,2.0,,,
2443,SRS483300,SRR996394,2.0,,,
2444,SRS483301,SRR996323,2.0,,,
2445,SRS483301,SRR996395,2.0,,,
2446,SRS483302,SRR996325,2.0,,,
2447,SRS483302,SRR996397,2.0,,,
2448,SRS483303,SRR996324,2.0,,,
2449,SRS483303,SRR996396,2.0,,,
2450,SRS483304,SRR996327,2.0,,,
2451,SRS483304,SRR996399,2.0,,,
2452,SRS483305,SRR996326,2.0,,,
2453,SRS483305,SRR996398,2.0,,,
2454,SRS483306,SRR996328,2.0,,,
2455,SRS483306,SRR996400,2.0,,,
2456,SRS483307,SRR996329,2.0,,,
2457,SRS483307,SRR996401,2.0,,,
2458,SRS483308,SRR996330,2.0,,,
